overall,verified,reviewTime,reviewerID,asin,style,reviewerName,reviewText,summary,unixReviewTime,vote,image,helpful
4.0,True,2012-10-17,A1PW07GRQYE01X,B005ZSVZRY,,A.W. Dowdy,"As a backup battery it works great. Charged my Samsung galaxy s3 from 30% to full and still had half a charge left. Then my friend charged his phone with a 1200 Mah phone to full. So it works for that. The solar charging is pretty slow but for this cheap who cares.

10/26/12

after using this for a few weeks i can say it works pretty good. I'm happy with my purchase. The solar charging takes a while but works pretty good. probably take a few hours to charge from empty to full. Also don't leave it on the dash in your car or something silly like that. This is an electronic piece of equipment and it will overheat and melt  even though it has solar panels on it. as for it being 4000 MaH i would say its pretty close with it being a pretty quick charger and all.",works as backup battery,1350432000,3.0,,
4.0,True,2012-10-09,AN7UG8SKKSGVG,B006T8HY7E,,Amanda,"Good product, I went on a iPhone case overload and this was one of the few that ended up being a good purchase. It's just rubber so don't expect it to protect your phone but it's very cute and a good conversation starter. The fins help with holding the phone. I recommend!",Cute,1349740800,4.0,,
3.0,True,2011-01-24,A1X3DA7C61WZLQ,B003ZMDUUM,,Kris,"I use this for the exceptionally affordable LG Prime touch-screen phone on AT&T GoPhone prepaid and it works well.  I got what I expected.  It's a cheap case and not as snug as I think it should be, but for this price, I really don't see a reason to complain.  When I first got it there was a bulge but it eventually form-fitted the phone pretty well.

The case actually does cover the side buttons, but it has thoughtful bumps where the buttons should be, so you will not have any trouble finding the side buttons.  If you were to drop this phone this case will protect it.  No matter how you drop it there is no part of the phone that will come in contact with any surface and the skin is soft enough to protect the phone.

Owners of these phones know that the screen is practically unscratchable but the shell of the phone is a scratch magnet.  This is a good case.","Cheap, not as snug as I think it should be",1295827200,6.0,,
2.0,True,2010-04-04,AWH5OWU5VJSH0,B00114UAX6,,mmcc228,"At first I really liked this charger.  The fact that the cord retracts inside the body of the charger is wonderful, it makes it so easy to store in the glovebox or a cubby hole and the price is extremely reasonable.
  The reason I rated this item so low is because it does not hold up.  My husband and I have gone through three of these chargers in less than a year.  It seems that we can only plug the charger into the car's outlet about four times before the end of the charger breaks off.  Twice this has left the metal tip and fuse inside of the accessories outlet in my car, and once even blew the fuse to my outlet.
  I think if the company could fix this one flaw, this product would really be worth purchasing.  If you decide to try it, use caution when removing from your outlet or lighter port.",Retractable charger,1270339200,3.0,,
5.0,True,2011-12-12,AISR1IYF8S4KZ,B005XP0YQ2,,OnTheMark,"This is the third time I've bought Great Shield brand screen protectors, and my experience with this one is consistent with the other two: excellent quality, easy to install like a professional, very reasonably priced as well -- absolutely everything I could ask for in this product.  My only very minor gripe is they designed a single cutout extending from around the ear hole to outside the camera instead of having two smaller, more precise cutouts.  But all in all, the quality materials and craftsmanship of the product more than make up for this minor issue.  I will never be tempted to buy another brand as long as these are around.",Only brand of screen protector I will buy!,1323648000,3.0,,
3.0,True,2011-12-15,A276WV17AVBYKS,B0058OIM94,"{'Color:': ' Red', 'Package Type:': ' Standard Packaging'}",MBsabre04,This is a good protection case for the G2X but tabs for dust protection easily break off!! Adds some size to the phone but also helps when gripping the phone. I purchased 2 of these cases and the HDMI cover broke on one and the charge cover broke on the other! After using this red case for 10 months the red polcarb cover has split at the bottom where it clips to the silicon cover so it is not very durable and it is not something that I have taken off much to cause the cracking!!,Trident Aegis g2x case,1323907200,2.0,,
4.0,True,2010-02-10,A1G29MRK4U08F1,B0012YZQ9I,,Ram B,"Having lost/ smashed several expensive bluetooth headsets, I decided to go cheap. There wasn't anything cheaper on Amazon at the time of my buying, and I love Nokias, though I've only use their phones.

Pros:
1. Very small and light
2. Other person has no trouble hearing me
3. Feels well built, as are most things Nokia makes; won't break easily
4. Ear hook, though removable (to switch from right-ear to left-ear mode and vice versa), is very tough plastic
5. Just a tiny blue understated light at the base of the headset
6. Battery lasts a long time, another characteristic of Nokias
7. Same power adapter as all recent nokia phones. That alone makes it worth the price for me since I have several nokias.

Cons:
1. Slight crackling when I put my phone in my jeans pocket, or have it more than 5-6 feet away. Very clear if the phone is in my shirt pocket, or on my table within 5 ft, but that's about as good as a wired headset. I was very surprised by this, since my phone is a Nokia Xpressmusic 5800 and I thought the two would get along really well
2. Ear bud coated with very hard rubber; not the most gentle on your ear canal
3. Single large ear bud; size cannot be adjusted
4. No volume adjustment on the headset; you need to adjust volume directly on the phone. Headset only has a single multifunction button (I had guessed there'd be at least 2 looking at images)

Summary: More convenient than a wired headset, but with about the same range. Can't complain for the price.","Mixed feelings, but its a keeper",1265760000,15.0,,
1.0,True,2011-10-15,A1414YWW0VUQCJ,B004ZWJWB2,"{'Color:': ' Black', 'Offer Type:': ' Barely There', 'Product Packaging:': ' Standard Packaging'}",Matthew Morse,"This case came in a bubble envelope and when I opened the packaging, it was crushed. One whole side of it was flat as a flitter. Judging by the material, though, I don't know that I would have liked the case anyway. It seemed a little flimsy to me and for a few bucks less I could have gotten something very similar so it's really nothing special and wasn't a huge disappointment when I ended up having to return it.

Wish Amazon had packed it better, though. Usually I get a box that's 11 times too big for the product with a ton of air sacs in it. This time, they under-packed it and it got squashed. :(",Never Got to Use It...,1318636800,2.0,,
5.0,True,2012-02-05,A1B8TTPBR7TW8P,B006YYX9B8,,mistawolfe,Fits fantastic on the LTE Galaxy Nexus with the regular battery.  Haven't tried with extended but I can already tell it will.  A little less bulky than the Verizon gel cases and cut pretty well.  Looks sharp and you can't beat the price.,Great on VZW Nexus,1328400000,5.0,,
2.0,True,2011-03-16,A2ZGGJ9LTEWFO3,B002JTWRN8,{'Offer Type:': ' MCUP'},Peter C,"When I first got this, I loved it.  Pretty much perfect.  But after 4 months its falling apart and now in the trash.

Firt thing that broke was the swivel at the phone.  It literally came apart.  Its held together by a 1/4 inch round plastic which snapped off.  No big deal, I super glued it back on but it no longer swiveled.  Just meant watching movies on my phone got a tad more difficult but it was still usable.

A month or two later, the screw at the base came loose.  I tried to screw it back in but the screw moves around making it impossible to catch the thread.

I don't think I was too hard on it but apparently I was.",Broke after 4 months,1300233600,18.0,,
5.0,True,2011-05-07,A3E2C0GU09ST75,B003ZYPGA2,,Savvy Scott,"Well-designed and well-built little phone.  Cheap pre-paid option with Jolt Mobile.  The phone should be set up by the senior's caregiver.

When the keys are pressed, its name is announced.  It's cute, highly readable and as easy to use as a cell phone can be.  Finally, there is the emergency sequence call SOS button on the back.

In practice, there are a few improvements to be made:
1.  Offer a flip-phone version.  The reason is that some seniors are unaccustomed to pressing an ""off hook"" and an ""on hook"" button; a flip phone has ""open to answer"", ""close to hangup"" intuitiveness.
2.  Allow option of ""auto pickup"" and ""auto hangup""; disabling voicemail.  Since this is primarily a senior alert device, a caller/caregiver should be able to remotely listen in to the person called e.g. by pressing a code at the voicemail announcement.  In addition, since many seniors have trouble remembering to press the ""hang up/red"" button, the phone should automatically reset when a signal is lost.

Not so successful features:
1.  Torchlight.  There is a slide switch on once side that is easy to miss and difficult for arthritic hands.
2.  FM radio.  Again, a tiny slide switch on the side.",They've thought of almost everthing for the ideal senior cell phone.,1304726400,14.0,,
